hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults
City Hotel - Kochi,0,265,2024,August,35,30,0,2,2
City Hotel - Mumbai,0,235,2024,February,9,29,0,2,2
City Hotel - Bhopal,0,192,2024,July,27,6,0,2,1
City Hotel - Chandigarh,0,192,2024,September,37,11,0,2,1
City Hotel - Kochi,0,265,2024,October,43,22,0,2,2
City Hotel - Kolkata,0,3,2024,September,37,9,0,2,1
City Hotel - Kochi,0,192,2024,April,15,10,0,2,2
City Hotel - Kochi,0,192,2024,October,41,12,0,2,1
City Hotel - Goa,0,265,2024,March,10,7,0,2,2
City Hotel - Mumbai,0,265,2024,March,10,8,0,2,2
City Hotel - Kolkata,0,265,2024,October,43,27,0,2,2
City Hotel - Chandigarh,0,192,2024,January,4,25,0,2,1
City Hotel - Bangalore,0,265,2024,March,13,25,0,2,2
City Hotel - Ahmedabad,0,265,2024,June,26,28,0,2,1
City Hotel - Mumbai,0,265,2024,December,50,13,0,2,1
City Hotel - Bangalore,0,265,2024,July,28,11,0,2,2
City Hotel - Hyderabad,0,265,2024,March,10,7,0,2,1
City Hotel - Ahmedabad,0,235,2024,August,35,29,0,2,2
City Hotel - Lucknow,0,265,2024,September,35,1,0,2,2
City Hotel - Chennai,0,265,2024,January,3,16,0,2,2
City Hotel - Delhi,0,265,2024,March,11,11,0,2,2
City Hotel - Kolkata,0,235,2024,September,36,6,0,2,2
City Hotel - Indore,0,265,2024,November,46,11,0,2,1
City Hotel - Hyderabad,0,265,2024,August,32,5,0,2,2
City Hotel - Pune,0,265,2024,November,44,2,0,2,2
City Hotel - Hyderabad,0,265,2024,July,29,15,0,2,2
City Hotel - Chandigarh,0,265,2024,January,5,30,0,2,2
City Hotel - Hyderabad,0,235,2024,October,40,4,0,2,1
City Hotel - Chennai,0,192,2024,December,52,23,0,2,1
City Hotel - Kochi,0,265,2024,September,36,6,0,2,2
City Hotel - Goa,0,265,2024,May,21,24,0,2,2
City Hotel - Kochi,0,265,2024,May,22,28,0,2,2
City Hotel - Ahmedabad,0,265,2024,January,3,19,0,2,2
City Hotel - Hyderabad,0,265,2024,March,11,14,0,2,2
City Hotel - Delhi,0,265,2024,November,47,20,0,2,2
City Hotel - Jaipur,0,265,2024,December,50,9,0,2,2
City Hotel - Bangalore,0,265,2024,August,31,2,0,2,2
City Hotel - Indore,0,265,2024,June,23,3,0,2,2
City Hotel - Indore,0,265,2024,April,14,1,0,2,2
City Hotel - Jaipur,0,265,2024,August,34,24,0,2,2
City Hotel - Hyderabad,0,235,2024,April,14,4,0,2,2
City Hotel - Bangalore,0,265,2024,September,36,8,0,2,2
City Hotel - Chandigarh,0,265,2024,December,50,13,0,2,1
City Hotel - Lucknow,0,265,2024,June,23,8,0,2,2
City Hotel - Lucknow,0,265,2024,January,1,5,0,2,2
City Hotel - Ahmedabad,0,265,2024,October,44,30,0,2,2
City Hotel - Pune,0,265,2024,January,1,4,0,2,2
City Hotel - Chandigarh,0,265,2024,March,10,7,0,2,2
City Hotel - Chandigarh,0,265,2024,February,6,5,0,2,2
City Hotel - Lucknow,0,192,2024,September,39,24,0,2,1
City Hotel - Chandigarh,0,192,2024,February,5,1,0,2,1
City Hotel - Bhopal,0,265,2024,February,6,6,0,2,2
City Hotel - Kolkata,0,235,2024,September,37,13,0,2,2
City Hotel - Chennai,0,265,2024,December,49,8,0,2,2
City Hotel - Bhopal,0,265,2024,September,36,2,0,2,2
City Hotel - Jaipur,0,235,2024,December,49,8,0,2,2
City Hotel - Goa,0,235,2024,June,26,29,0,2,2
City Hotel - Bangalore,0,235,2024,September,39,29,0,2,2
City Hotel - Delhi,0,235,2024,January,4,24,0,2,2
City Hotel - Kochi,0,265,2024,March,9,1,0,2,2
City Hotel - Mumbai,0,265,2024,August,33,14,0,2,2
City Hotel - Mumbai,0,235,2024,October,42,17,0,2,2
City Hotel - Pune,0,133,2024,September,39,29,0,5,2
City Hotel - Hyderabad,0,265,2024,December,49,4,0,2,1
City Hotel - Kochi,0,133,2024,September,35,1,0,5,2
City Hotel - Hyderabad,0,192,2024,May,20,19,0,2,1
City Hotel - Chennai,0,265,2024,July,28,9,0,2,2
City Hotel - Chandigarh,0,265,2024,August,32,9,0,2,2
City Hotel - Chennai,0,265,2024,June,26,24,0,2,2
City Hotel - Bhopal,0,265,2024,November,46,13,0,2,2
City Hotel - Mumbai,0,265,2024,October,40,6,0,2,2
City Hotel - Bangalore,0,265,2024,March,12,18,0,2,2
City Hotel - Goa,0,265,2024,May,22,28,0,2,2
City Hotel - Chennai,0,192,2024,August,35,29,0,2,1
City Hotel - Chandigarh,0,265,2024,July,31,31,0,2,2
City Hotel - Hyderabad,0,192,2024,October,43,21,0,2,1
City Hotel - Chennai,0,265,2024,October,43,26,0,2,2
City Hotel - Kochi,0,5,2024,November,46,16,0,3,2
City Hotel - Bhopal,0,192,2024,January,4,26,0,2,1
City Hotel - Goa,0,265,2024,May,22,31,0,2,1
City Hotel - Mumbai,0,265,2024,February,9,26,0,2,2
City Hotel - Kochi,0,265,2024,October,42,20,0,2,2
City Hotel - Pune,0,192,2024,October,43,25,0,2,1
City Hotel - Goa,0,192,2024,March,9,2,0,2,1
City Hotel - Chennai,0,192,2024,December,52,28,0,2,1
City Hotel - Ahmedabad,0,192,2024,June,26,29,0,2,1
City Hotel - Bhopal,0,192,2024,September,37,14,0,2,1
City Hotel - Hyderabad,0,265,2024,October,41,7,0,2,2
City Hotel - Kochi,0,192,2024,July,27,4,0,2,1
City Hotel - Kochi,0,79,2024,February,6,8,0,2,1
City Hotel - Chandigarh,0,192,2024,October,43,25,0,2,1
City Hotel - Hyderabad,0,190,2024,November,45,8,0,4,2
City Hotel - Mumbai,0,192,2024,February,6,11,0,2,1
City Hotel - Mumbai,0,192,2024,May,21,21,0,2,1
City Hotel - Hyderabad,0,192,2024,April,17,25,0,2,1
City Hotel - Chandigarh,0,265,2024,August,32,8,0,2,1
City Hotel - Bhopal,0,192,2024,March,10,10,0,2,1
City Hotel - Goa,0,192,2024,May,21,20,0,2,1
City Hotel - Bhopal,0,192,2024,November,46,11,0,2,1
City Hotel - Mumbai,0,192,2024,April,14,6,0,2,2
City Hotel - Ahmedabad,0,192,2024,April,17,28,0,2,1
City Hotel - Jaipur,0,4,2024,July,30,28,0,2,1
City Hotel - Indore,0,192,2024,December,50,11,0,2,1
City Hotel - Bhopal,0,192,2024,August,31,4,0,2,1
City Hotel - Delhi,0,192,2024,March,11,17,0,2,1
City Hotel - Lucknow,0,192,2024,April,16,21,0,2,1
City Hotel - Chandigarh,0,190,2024,May,20,16,0,4,1
City Hotel - Jaipur,0,192,2024,November,44,2,0,2,1
City Hotel - Bhopal,0,192,2024,February,8,25,0,2,1
City Hotel - Ahmedabad,0,192,2024,October,41,13,0,2,1
City Hotel - Kochi,0,192,2024,August,33,15,0,2,1
City Hotel - Ahmedabad,0,192,2024,March,11,16,0,2,1
City Hotel - Pune,0,192,2024,September,38,21,0,2,1
City Hotel - Chandigarh,0,192,2024,October,44,28,0,2,1
City Hotel - Indore,0,191,2024,June,23,3,0,3,1
City Hotel - Pune,0,192,2024,June,24,10,0,2,1
City Hotel - Goa,0,192,2024,March,12,19,0,2,1
City Hotel - Kolkata,0,192,2024,August,34,21,0,2,1
City Hotel - Goa,0,192,2024,November,48,27,0,2,1
City Hotel - Kochi,0,192,2024,July,27,4,0,2,1
City Hotel - Jaipur,0,192,2024,April,15,14,0,2,1
City Hotel - Lucknow,0,192,2024,May,21,24,0,2,1
City Hotel - Kochi,0,192,2024,March,11,16,0,2,1
City Hotel - Kochi,0,192,2024,April,14,4,0,2,1
City Hotel - Hyderabad,0,0,2024,June,25,18,0,2,1
City Hotel - Kolkata,0,192,2024,January,2,10,0,2,1
City Hotel - Lucknow,0,192,2024,March,11,14,0,2,1
City Hotel - Mumbai,0,191,2024,September,38,22,0,3,1
City Hotel - Indore,0,192,2024,November,47,21,0,2,1
City Hotel - Jaipur,0,192,2024,July,27,7,0,2,1
City Hotel - Delhi,0,192,2024,June,23,4,0,2,1
City Hotel - Kolkata,0,192,2024,January,5,30,0,2,1
City Hotel - Chandigarh,0,192,2024,November,47,20,0,2,1
City Hotel - Goa,0,192,2024,December,50,9,0,2,1
City Hotel - Goa,0,192,2024,September,39,26,0,2,1
City Hotel - Kochi,0,192,2024,August,33,18,0,2,1
City Hotel - Jaipur,0,192,2024,May,21,20,0,2,1
City Hotel - Chandigarh,0,192,2024,June,23,3,0,2,1
City Hotel - Bhopal,0,192,2024,November,46,13,0,2,1
City Hotel - Bhopal,0,192,2024,July,29,21,0,2,1
City Hotel - Chandigarh,0,192,2024,March,13,25,0,2,1
City Hotel - Chandigarh,0,191,2024,February,9,29,0,3,1
City Hotel - Delhi,0,192,2024,January,2,10,0,2,1
City Hotel - Chandigarh,0,192,2024,January,2,10,0,2,1
City Hotel - Bangalore,0,192,2024,May,20,17,0,2,1
City Hotel - Ahmedabad,0,192,2024,November,45,4,0,2,1
City Hotel - Hyderabad,0,192,2024,January,1,1,0,2,1
City Hotel - Bhopal,0,8,2024,October,43,27,0,2,1
City Hotel - Bangalore,0,192,2024,August,33,15,0,2,1
City Hotel - Kochi,0,192,2024,December,49,6,0,2,1
City Hotel - Indore,0,192,2024,October,44,29,0,2,1
City Hotel - Lucknow,0,192,2024,February,9,28,0,2,1
City Hotel - Indore,0,192,2024,February,9,29,0,2,1
City Hotel - Bhopal,0,192,2024,June,26,28,0,2,1
City Hotel - Lucknow,0,235,2024,April,15,11,0,2,2
City Hotel - Bhopal,0,192,2024,November,47,22,0,2,1
City Hotel - Bhopal,0,192,2024,July,27,7,0,2,1
City Hotel - Hyderabad,0,192,2024,December,50,10,0,2,1
City Hotel - Ahmedabad,0,192,2024,November,48,29,0,2,1
City Hotel - Lucknow,0,265,2024,November,45,6,0,2,2
City Hotel - Delhi,0,265,2024,April,17,27,0,2,2
City Hotel - Goa,0,265,2024,June,23,9,0,2,2
City Hotel - Bhopal,0,265,2024,December,51,16,0,2,1
City Hotel - Pune,0,235,2024,November,48,27,0,2,2
City Hotel - Bhopal,0,192,2024,October,44,28,0,2,1
City Hotel - Bhopal,0,192,2024,August,35,29,0,2,1
City Hotel - Kochi,0,192,2024,August,35,27,0,2,1
City Hotel - Bangalore,0,192,2024,January,2,8,0,2,1
City Hotel - Bangalore,0,192,2024,January,4,28,0,2,1
City Hotel - Chandigarh,0,192,2024,June,25,22,0,2,1
City Hotel - Jaipur,0,192,2024,March,10,10,0,2,1
City Hotel - Chandigarh,0,192,2024,January,4,26,0,2,1
City Hotel - Indore,0,192,2024,October,44,28,0,2,1
City Hotel - Hyderabad,0,192,2024,April,15,12,0,2,1
City Hotel - Chennai,0,192,2024,August,32,8,0,2,1
City Hotel - Kolkata,0,192,2024,April,16,20,0,2,1
City Hotel - Delhi,0,192,2024,October,42,19,0,2,1
City Hotel - Indore,0,192,2024,June,26,27,0,2,1
City Hotel - Jaipur,0,192,2024,March,11,12,0,2,1
City Hotel - Delhi,0,192,2024,November,47,21,0,2,1
City Hotel - Ahmedabad,0,192,2024,March,13,28,0,2,1
City Hotel - Jaipur,0,0,2024,April,17,22,1,0,2
City Hotel - Kolkata,0,20,2024,November,47,18,1,0,2
City Hotel - Kochi,0,87,2024,May,22,28,1,0,2
City Hotel - Kochi,0,93,2024,August,35,30,1,0,2
City Hotel - Hyderabad,0,59,2024,June,23,8,1,0,2
City Hotel - Chennai,0,24,2024,October,43,25,1,0,3
City Hotel - Lucknow,0,166,2024,December,52,23,1,3,2
City Hotel - Chennai,0,53,2024,December,50,14,1,2,2
City Hotel - Bangalore,0,53,2024,January,5,31,1,2,2
City Hotel - Chandigarh,0,53,2024,May,19,10,1,2,2
City Hotel - Chandigarh,0,53,2024,August,33,13,1,2,2
City Hotel - Bangalore,0,265,2024,October,40,5,1,2,1
City Hotel - Mumbai,0,53,2024,June,25,18,1,2,2
City Hotel - Delhi,0,82,2024,April,15,11,1,0,2
City Hotel - Bhopal,0,34,2024,November,48,25,1,0,1
City Hotel - Ahmedabad,0,84,2024,October,42,14,1,0,2
City Hotel - Chennai,0,53,2024,July,27,3,1,2,2
City Hotel - Chandigarh,0,53,2024,November,47,22,1,2,2
City Hotel - Delhi,0,14,2024,May,20,14,1,0,2
City Hotel - Ahmedabad,0,53,2024,May,20,14,1,2,2
City Hotel - Mumbai,0,53,2024,October,42,18,1,2,2
City Hotel - Lucknow,0,53,2024,August,34,24,1,2,2
City Hotel - Ahmedabad,0,53,2024,February,8,23,1,2,2
City Hotel - Kochi,0,53,2024,November,48,29,1,2,2
City Hotel - Pune,0,53,2024,June,22,2,1,2,3
City Hotel - Bangalore,0,53,2024,August,33,18,1,2,2
City Hotel - Mumbai,0,14,2024,May,21,21,1,0,2
City Hotel - Mumbai,0,53,2024,May,21,26,1,2,2
City Hotel - Goa,0,53,2024,February,7,17,1,2,2
City Hotel - Jaipur,0,53,2024,February,6,9,1,2,2
City Hotel - Delhi,0,53,2024,November,45,9,1,2,2
City Hotel - Kolkata,0,166,2024,May,19,8,1,0,2
City Hotel - Pune,0,72,2024,May,20,14,1,0,2
City Hotel - Lucknow,0,166,2024,January,4,26,1,0,2
City Hotel - Chennai,0,166,2024,October,43,24,1,0,2
City Hotel - Delhi,0,190,2024,November,47,24,1,4,1
City Hotel - Delhi,0,53,2024,April,14,6,1,2,2
City Hotel - Mumbai,0,4,2024,January,2,10,1,0,2
City Hotel - Kolkata,0,191,2024,September,36,2,1,3,1
City Hotel - Delhi,0,190,2024,March,12,18,1,4,1
City Hotel - Chennai,0,53,2024,September,38,19,1,2,2
City Hotel - Chennai,0,190,2024,January,4,27,1,4,1
City Hotel - Chandigarh,0,190,2024,September,37,11,1,4,2
City Hotel - Delhi,0,1,2024,September,37,10,1,0,2
City Hotel - Jaipur,0,273,2024,September,38,21,1,2,2
City Hotel - Jaipur,0,166,2024,December,50,12,1,0,2
City Hotel - Goa,0,5,2024,January,4,28,1,0,2
City Hotel - Bangalore,0,0,2024,February,9,29,1,0,2
City Hotel - Hyderabad,0,8,2024,May,19,12,1,0,2
City Hotel - Goa,0,20,2024,June,24,14,1,0,2
City Hotel - Indore,0,39,2024,February,9,29,2,0,2
City Hotel - Chandigarh,0,126,2024,February,6,10,2,0,1
City Hotel - Indore,0,145,2024,August,33,15,1,0,2
City Hotel - Goa,0,117,2024,May,19,6,1,0,3
City Hotel - Chennai,0,128,2024,September,37,11,2,0,2
City Hotel - Lucknow,0,0,2024,May,21,23,1,0,1
City Hotel - Delhi,0,0,2024,January,5,31,1,0,1
City Hotel - Ahmedabad,0,1,2024,September,37,10,1,0,2
City Hotel - Kolkata,0,1,2024,November,44,3,1,0,2
City Hotel - Delhi,0,16,2024,April,17,24,1,0,2
City Hotel - Pune,0,6,2024,March,11,16,2,0,2
City Hotel - Mumbai,0,3,2024,June,23,7,1,0,1
City Hotel - Bhopal,0,57,2024,April,14,4,1,0,2
City Hotel - Indore,0,63,2024,October,41,9,2,0,2
City Hotel - Chennai,0,63,2024,September,36,3,2,0,2
City Hotel - Indore,0,33,2024,February,7,12,1,0,2
City Hotel - Chennai,0,1,2024,July,28,11,2,0,2
City Hotel - Jaipur,0,37,2024,April,15,10,1,0,2
City Hotel - Jaipur,0,37,2024,July,29,15,2,0,2
City Hotel - Kolkata,0,42,2024,October,43,26,2,0,3
City Hotel - Kolkata,0,0,2024,June,24,11,1,0,2
City Hotel - Bhopal,0,3,2024,March,13,30,2,0,2
City Hotel - Ahmedabad,0,3,2024,May,21,21,2,0,2
City Hotel - Chandigarh,0,162,2024,May,18,3,2,0,2
City Hotel - Kochi,0,144,2024,May,18,2,2,0,2
City Hotel - Kolkata,0,144,2024,July,27,1,2,0,2
City Hotel - Chennai,0,74,2024,February,7,14,1,0,2
City Hotel - Bhopal,0,67,2024,April,17,23,2,0,3
City Hotel - Indore,0,119,2024,October,43,25,2,0,2
City Hotel - Pune,0,75,2024,February,6,9,2,1,2
City Hotel - Hyderabad,0,36,2024,May,22,27,2,0,2
City Hotel - Goa,0,7,2024,February,9,29,2,0,2
City Hotel - Bhopal,0,1,2024,December,50,14,2,0,2
City Hotel - Pune,0,114,2024,October,41,10,2,0,2
City Hotel - Jaipur,0,149,2024,June,23,5,2,1,2
City Hotel - Delhi,0,2,2024,February,7,12,2,0,2
City Hotel - Mumbai,0,34,2024,July,29,15,2,0,2
City Hotel - Mumbai,0,55,2024,August,35,27,2,0,3
City Hotel - Kochi,0,0,2024,September,38,22,1,0,1
City Hotel - Delhi,0,0,2024,July,30,24,0,1,1
City Hotel - Kochi,0,4,2024,December,49,7,2,0,1
City Hotel - Bhopal,0,4,2024,March,12,22,2,0,1
City Hotel - Ahmedabad,0,3,2024,April,18,30,1,0,1
City Hotel - Goa,0,241,2024,February,5,3,3,6,2
City Hotel - Lucknow,0,50,2024,November,46,16,0,1,2
City Hotel - Hyderabad,0,1,2024,April,16,15,2,1,2
City Hotel - Jaipur,0,128,2024,April,17,22,2,1,2
City Hotel - Lucknow,0,8,2024,April,17,26,2,1,2
City Hotel - Delhi,0,3,2024,August,34,20,1,1,1
City Hotel - Chennai,0,10,2024,September,37,13,2,1,2
City Hotel - Chandigarh,0,75,2024,May,20,15,2,1,2
City Hotel - Goa,0,128,2024,April,17,28,2,1,2
City Hotel - Goa,0,19,2024,April,16,16,2,1,2
City Hotel - Lucknow,0,13,2024,January,3,19,0,1,2
City Hotel - Bangalore,0,58,2024,November,48,25,1,1,2
City Hotel - Delhi,0,15,2024,August,34,23,2,1,2
City Hotel - Mumbai,0,33,2024,May,21,21,1,1,3
City Hotel - Bangalore,0,155,2024,July,29,15,1,1,2
City Hotel - Hyderabad,0,41,2024,November,44,3,1,1,2
City Hotel - Bhopal,0,87,2024,July,31,31,2,1,2
City Hotel - Chandigarh,0,127,2024,August,34,25,1,1,2
City Hotel - Pune,0,103,2024,August,34,23,1,1,2
City Hotel - Chandigarh,0,41,2024,December,52,25,0,1,2
City Hotel - Delhi,0,22,2024,December,51,16,1,1,3
City Hotel - Kochi,0,170,2024,March,12,18,1,1,2
City Hotel - Hyderabad,0,87,2024,July,29,20,2,1,2
City Hotel - Kolkata,0,41,2024,June,24,15,0,1,2
City Hotel - Kolkata,0,55,2024,February,9,28,2,1,2
City Hotel - Bhopal,0,0,2024,September,39,25,0,1,1
City Hotel - Kochi,0,0,2024,May,20,17,0,1,1
City Hotel - Bangalore,0,28,2024,April,14,1,2,1,2
City Hotel - Indore,0,4,2024,January,2,8,2,1,3
City Hotel - Kochi,0,45,2024,October,43,27,2,1,2
City Hotel - Ahmedabad,0,88,2024,May,21,23,2,1,2
City Hotel - Chandigarh,0,84,2024,November,45,5,2,1,3
City Hotel - Chennai,0,101,2024,March,13,26,1,1,2
City Hotel - Bangalore,0,59,2024,November,48,28,2,1,2
City Hotel - Hyderabad,0,155,2024,July,28,11,2,1,2
City Hotel - Hyderabad,0,0,2024,August,34,24,0,1,2
City Hotel - Mumbai,0,1,2024,April,16,19,0,1,1
City Hotel - Chandigarh,0,5,2024,October,40,1,1,1,2
City Hotel - Mumbai,0,1,2024,March,13,28,0,1,1
City Hotel - Kochi,0,142,2024,April,16,16,2,1,2
City Hotel - Jaipur,0,1,2024,August,34,23,0,1,1
City Hotel - Goa,0,74,2024,November,45,6,2,1,2
City Hotel - Indore,0,13,2024,January,4,23,0,1,2
City Hotel - Bhopal,0,2,2024,June,22,2,0,1,2
City Hotel - Lucknow,0,2,2024,December,52,28,0,1,1
City Hotel - Chennai,0,49,2024,December,52,26,2,1,2
City Hotel - Jaipur,0,1,2024,May,20,17,2,1,2
City Hotel - Ahmedabad,0,0,2024,August,34,24,0,1,2
City Hotel - Delhi,0,51,2024,October,41,13,2,1,2
City Hotel - Hyderabad,0,0,2024,September,36,4,0,1,1
City Hotel - Hyderabad,0,1,2024,December,50,14,2,1,2
City Hotel - Kochi,0,0,2024,April,15,13,0,1,1
City Hotel - Lucknow,0,41,2024,December,51,21,0,1,2
City Hotel - Pune,0,31,2024,December,50,13,2,1,2
City Hotel - Ahmedabad,0,92,2024,January,4,26,2,1,2
City Hotel - Chennai,0,85,2024,April,15,8,2,1,3
City Hotel - Indore,0,120,2024,November,48,26,1,2,1
City Hotel - Mumbai,0,23,2024,April,16,15,1,2,2
City Hotel - Goa,0,130,2024,July,28,12,1,2,2
City Hotel - Mumbai,0,128,2024,November,47,20,2,2,2
City Hotel - Bangalore,0,120,2024,May,21,23,1,2,2
City Hotel - Jaipur,0,38,2024,March,9,3,2,2,1
City Hotel - Ahmedabad,0,127,2024,August,34,25,1,2,2
City Hotel - Kochi,0,20,2024,March,12,22,0,1,2
City Hotel - Lucknow,0,145,2024,December,52,29,0,2,2
City Hotel - Chennai,0,172,2024,July,27,1,1,2,2
City Hotel - Jaipur,0,75,2024,September,39,23,2,2,2
City Hotel - Indore,0,40,2024,January,1,2,1,2,2
City Hotel - Delhi,0,119,2024,February,7,16,2,2,2
City Hotel - Lucknow,0,135,2024,December,49,7,0,2,2
City Hotel - Pune,0,3,2024,December,52,25,0,2,1
City Hotel - Chennai,0,127,2024,October,40,4,2,2,2
City Hotel - Bhopal,0,76,2024,December,51,19,0,2,2
City Hotel - Bangalore,0,37,2024,August,34,20,2,2,2
City Hotel - Pune,0,37,2024,May,18,2,2,2,2
City Hotel - Goa,0,111,2024,June,23,3,2,2,2
City Hotel - Lucknow,0,77,2024,October,43,26,2,2,3
City Hotel - Lucknow,0,144,2024,December,50,14,1,2,2
City Hotel - Kolkata,0,6,2024,May,22,30,0,1,2
City Hotel - Ahmedabad,0,144,2024,May,21,24,1,2,2
City Hotel - Kolkata,0,69,2024,May,20,16,0,1,2
City Hotel - Bhopal,0,40,2024,April,16,15,1,2,2
City Hotel - Delhi,0,2,2024,March,12,24,0,1,1
City Hotel - Hyderabad,0,0,2024,December,49,2,1,0,1
City Hotel - Bhopal,0,1,2024,March,11,17,0,1,1
City Hotel - Lucknow,0,1,2024,January,4,22,0,1,2
City Hotel - Chandigarh,0,124,2024,July,29,18,1,2,2
City Hotel - Kochi,0,1,2024,June,26,25,0,2,2
City Hotel - Mumbai,0,37,2024,April,16,21,0,1,2
City Hotel - Lucknow,0,37,2024,June,25,18,0,1,3
City Hotel - Hyderabad,0,35,2024,February,8,22,2,2,2
City Hotel - Indore,0,35,2024,October,44,29,2,2,2
City Hotel - Chennai,0,124,2024,October,42,14,1,2,2
City Hotel - Goa,0,35,2024,April,16,21,1,2,2
City Hotel - Kochi,0,118,2024,December,48,1,1,2,2
City Hotel - Kochi,0,77,2024,November,45,6,2,2,2
City Hotel - Pune,0,5,2024,September,37,13,2,2,2
City Hotel - Chandigarh,0,132,2024,November,47,20,1,2,2
City Hotel - Bangalore,0,108,2024,May,21,23,2,2,1
City Hotel - Ahmedabad,0,72,2024,June,25,20,2,2,2
City Hotel - Jaipur,0,108,2024,August,32,5,2,2,1
City Hotel - Ahmedabad,0,31,2024,December,51,22,2,2,2
City Hotel - Chandigarh,0,149,2024,October,42,18,2,2,2
City Hotel - Pune,0,11,2024,April,15,11,2,2,2
City Hotel - Delhi,0,117,2024,September,37,9,2,2,2
City Hotel - Goa,0,0,2024,February,5,3,0,2,2
City Hotel - Mumbai,0,83,2024,September,38,17,1,2,2
City Hotel - Indore,0,64,2024,March,12,21,1,2,2
City Hotel - Delhi,0,105,2024,May,21,20,2,2,2
City Hotel - Bangalore,0,137,2024,July,28,10,2,3,2
City Hotel - Chandigarh,0,146,2024,February,7,16,0,1,2
City Hotel - Ahmedabad,0,71,2024,August,33,14,2,3,2
City Hotel - Hyderabad,0,12,2024,June,22,1,0,1,2
City Hotel - Hyderabad,0,2,2024,November,46,14,0,1,2
City Hotel - Lucknow,0,154,2024,August,34,21,1,3,2
City Hotel - Lucknow,0,76,2024,May,22,29,1,3,2
City Hotel - Chandigarh,0,2,2024,December,50,15,2,3,2
City Hotel - Delhi,0,17,2024,September,37,13,0,2,3
City Hotel - Ahmedabad,0,1,2024,August,34,22,2,3,1
City Hotel - Jaipur,0,9,2024,November,48,29,0,1,1
City Hotel - Chennai,0,71,2024,March,13,29,0,3,2
City Hotel - Kolkata,0,3,2024,August,34,24,0,2,2
City Hotel - Hyderabad,0,40,2024,January,2,8,0,2,1
City Hotel - Goa,0,154,2024,July,30,24,0,3,2
City Hotel - Chennai,0,49,2024,April,14,1,1,3,1
City Hotel - Pune,0,7,2024,September,38,20,1,3,1
City Hotel - Bangalore,0,66,2024,July,30,28,2,3,2
City Hotel - Chennai,0,124,2024,December,51,17,1,3,2
City Hotel - Ahmedabad,0,118,2024,June,25,22,1,3,3
City Hotel - Kolkata,0,80,2024,January,3,19,1,3,3
City Hotel - Mumbai,0,256,2024,April,17,28,0,3,2
City Hotel - Ahmedabad,0,146,2024,July,31,29,0,2,2
City Hotel - Lucknow,0,0,2024,January,5,30,0,1,3
City Hotel - Jaipur,0,137,2024,June,24,16,0,2,2
City Hotel - Goa,0,27,2024,November,45,4,0,3,2
City Hotel - Mumbai,0,0,2024,July,28,10,0,1,2
City Hotel - Kolkata,0,20,2024,August,35,28,0,3,2
City Hotel - Jaipur,0,66,2024,October,41,10,2,3,1
City Hotel - Bhopal,0,36,2024,October,44,29,0,2,2
City Hotel - Pune,0,154,2024,July,29,21,0,3,2
City Hotel - Pune,0,32,2024,October,43,26,1,3,2
City Hotel - Bhopal,0,22,2024,April,15,9,0,1,2
City Hotel - Chennai,0,63,2024,January,3,16,2,3,2
City Hotel - Bangalore,0,45,2024,September,39,28,0,2,2
City Hotel - Kolkata,0,228,2024,February,8,20,2,3,2
City Hotel - Mumbai,0,49,2024,June,26,24,1,4,2
City Hotel - Pune,0,105,2024,March,10,9,2,3,2
City Hotel - Delhi,0,96,2024,January,4,28,0,2,2
City Hotel - Ahmedabad,0,170,2024,March,13,31,0,3,2
City Hotel - Chennai,0,144,2024,June,25,22,1,3,2
City Hotel - Bangalore,0,34,2024,May,19,9,0,3,2
City Hotel - Bhopal,0,45,2024,February,7,18,1,3,3
City Hotel - Kochi,0,7,2024,March,12,20,0,1,2
City Hotel - Bangalore,0,6,2024,August,33,12,1,3,2
City Hotel - Delhi,0,152,2024,October,41,7,1,3,2
City Hotel - Chandigarh,0,2,2024,September,36,6,0,1,1
City Hotel - Mumbai,0,131,2024,June,25,19,2,3,0
City Hotel - Chandigarh,0,119,2024,August,32,11,0,2,3
City Hotel - Chandigarh,0,2,2024,February,6,6,0,1,1
City Hotel - Kolkata,0,119,2024,March,13,25,0,2,3
City Hotel - Kochi,0,35,2024,November,47,20,2,3,2
City Hotel - Pune,0,159,2024,February,8,23,1,3,2
City Hotel - Chandigarh,0,102,2024,January,2,10,1,3,2
City Hotel - Indore,0,6,2024,March,12,23,0,1,2
City Hotel - Indore,0,89,2024,December,49,7,2,3,2
City Hotel - Kolkata,0,131,2024,November,46,14,2,3,2
City Hotel - Bangalore,0,80,2024,August,35,29,2,3,2
City Hotel - Jaipur,0,125,2024,February,9,29,0,1,2
City Hotel - Kochi,0,12,2024,September,38,22,0,2,1
City Hotel - Bhopal,0,117,2024,June,26,25,0,3,2
City Hotel - Chennai,0,2,2024,February,5,4,0,2,2
City Hotel - Chennai,0,46,2024,July,29,17,0,2,2
City Hotel - Goa,0,40,2024,August,34,25,2,3,2
City Hotel - Goa,0,40,2024,November,48,26,2,3,1
City Hotel - Chandigarh,0,89,2024,March,11,11,2,3,2
City Hotel - Mumbai,0,38,2024,July,28,10,1,3,2
City Hotel - Bhopal,0,12,2024,February,5,3,0,2,2
City Hotel - Indore,0,122,2024,May,21,24,0,1,2
City Hotel - Indore,0,9,2024,June,26,25,0,2,2
